6.210572673615424311e-01,1.199366632304752329e+03,7.436801723462126574e+02,6.181836957457130799e-01,2.022235787547459890e-02,4.411415391660962193e+00,5.659315642839602134e+01,1.075362542723276071e+01,3.261573248492730670e+01,0.000000000000000000e+00,3.381911016285740601e+01,4.500000000000000000e+00,2.586177884136810334e+01,4.031911016285740601e+01,4.183240741378425582e+02,3.642324808696818295e+00,0.000000000000000000e+00,-1.405000019073486328e+01,1.300691702471948041e-01,6.819093487589500402e-01,4.627622142285000018e-01,3.030983408991440031e-01,4.000000000000000000e+00,4.000000000000000000e+00,8.500000000000000000e+01,1.100000000000000000e+01,2.085456259801660994e-01,7.780500382504154544e+00
6.160151582560453587e-01,1.206002506824108877e+03,7.425628573033430939e+02,6.172224381001438775e-01,1.910882827428350000e-02,4.469268183356398083e+00,5.657755185999000958e+01,1.075317422617084340e+01,3.263193532183905177e+01,0.000000000000000000e+00,3.381128146177606908e+01,4.500000000000000000e+00,2.587743610269433603e+01,4.031128146177606197e+01,4.216303596792274107e+02,3.633385783057908824e+00,0.000000000000000000e+00,-1.405000019073486328e+01,1.280539047257311103e-01,6.819835531553615215e-01,4.632564896242158947e-01,3.035383831428419832e-01,4.000000000000000000e+00,4.000000000000000000e+00,8.500000000000000000e+01,1.100000000000000000e+01,2.199639848126324904e-01,1.340099882100019535e+01
6.162295197563603111e-01,1.205995888298132968e+03,7.428342736253878229e+02,6.174765216178657035e-01,1.926349404755120162e-02,4.480039585616232500e+00,5.656952622169753653e+01,1.075823240956029636e+01,3.263518798776706120e+01,0.000000000000000000e+00,3.380980974483271950e+01,4.500000000000000000e+00,2.588037954670562968e+01,4.030980974483271950e+01,4.203501117213079965e+02,3.638347146395748855e+00,0.000000000000000000e+00,-1.405054844848187123e+01,1.274814414336384039e-01,6.819796220257131614e-01,4.632378107404671042e-01,3.035367526483184752e-01,4.000000000000000000e+00,4.000000000000000000e+00,8.500000000000000000e+01,1.100000000000000000e+01,2.190807723331852919e-01,1.786364959949878894e+01
6.159631723254339608e-01,1.206095233321530486e+03,7.425781051602358502e+02,6.172525947426498183e-01,1.910296559181740017e-02,4.470970784719161095e+00,5.657654178800049039e+01,1.075363694239913670e+01,3.263251394947489104e+01,0.000000000000000000e+00,3.381047704437991541e+01,4.500000000000000000e+00,2.587904494117956844e+01,4.031047704437992252e+01,4.215522912592662124e+02,3.634076298263928972e+00,0.000000000000000000e+00,-1.405005914606328865e+01,1.279413252410538104e-01,6.819797572920288653e-01,4.632657078570993070e-01,3.035477183248270205e-01,4.000000000000000000e+00,4.000000000000000000e+00,8.500000000000000000e+01,1.100000000000000000e+01,2.199011524185797983e-01,9.351449959498340903e+00
6.159310805154030177e-01,1.206107203257216725e+03,7.425472397988130524e+02,6.172256141229559567e-01,1.908362375439839886e-02,4.469878098243510678e+00,5.657738708326115784e+01,1.075308324132296356e+01,3.263219175853582499e+01,0.000000000000000000e+00,3.381055744632044480e+01,4.500000000000000000e+00,2.587888413652356334e+01,4.031055744632044480e+01,4.216971401028277455e+02,3.633561710056936178e+00,0.000000000000000000e+00,-1.405000019073486328e+01,1.279967359643056080e-01,6.819797735900682278e-01,4.632690691396326166e-01,3.035490395630539018e-01,4.000000000000000000e+00,4.000000000000000000e+00,8.500000000000000000e+01,1.100000000000000000e+01,2.199999988079071045e-01,3.161249752499467380e+00
6.114991385622077225e-01,1.224693444378435061e+03,7.483235096294283721e+02,6.075200406296265010e-01,2.506081942923900005e-02,4.351493285642540343e+00,5.669013267784866628e+01,1.068321638956268238e+01,3.260083652651352537e+01,0.000000000000000000e+00,3.355210374492757808e+01,4.500000000000000888e+00,2.639579098545991087e+01,4.005210374492757808e+01,4.320697735007913138e+02,3.641730164323954799e+00,0.000000000000000000e+00,-1.405401482342228725e+01,1.231767261690824011e-01,6.810765169781088924e-01,4.623068341898476930e-01,3.031996271914513819e-01,4.000000000000000000e+00,4.000000000000000000e+00,8.500000000000001421e+01,1.100000000000000178e+01,1.965507241795061977e-01,8.366400233999577551e+00
5.976908813473293947e-01,1.287856226181171905e+03,7.695049236398438097e+02,5.751413335956611084e-01,4.370836687890070071e-02,3.869397983748836811e+00,5.690909967506326694e+01,1.050447863144873928e+01,3.260043204416238893e+01,0.000000000000000000e+00,3.270980056980977935e+01,4.500000000000000000e+00,2.808039530889658053e+01,3.920980056969092686e+01,4.690369777594481207e+02,3.664193869262197811e+00,0.000000000000000000e+00,-1.406916663828514480e+01,1.065047184063972058e-01,6.779986698076113649e-01,4.598709002078669172e-01,3.010422107817862791e-01,4.000000000000000000e+00,4.000000000000000000e+00,8.500000000000000000e+01,1.100000000000000000e+01,1.200027905775574999e-01,1.168155009449953852e+01
6.637501484880188318e-01,1.227523274298883507e+03,8.127675111802373067e+02,6.060054637614293860e-01,4.618951166886999665e-02,4.231728630603785568e+00,5.701656384839245106e+01,1.066106222539003134e+01,3.232137087623728178e+01,0.000000000000000000e+00,3.186491678503480074e+01,4.499999999999999112e+00,2.977016649722910557e+01,3.836491663413656994e+01,2.646300902055633060e+02,4.354169858732173992e+00,0.000000000000000000e+00,-1.443422266653083419e+01,1.066638883101748980e-01,6.744137346811233114e-01,4.384803313006979120e-01,2.901764249243811156e-01,4.000000000000000000e+00,4.000000000000000000e+00,8.499999999999998579e+01,1.099999999999999822e+01,1.215216581490771025e-01,5.996699784000088407e+00
6.697728275917418372e-01,1.223490861036942078e+03,8.175933679937478473e+02,6.078813646077774191e-01,4.690438822310009914e-02,4.245105044248234982e+00,5.704404723090964779e+01,1.066581524742973919e+01,3.228861554731967232e+01,0.000000000000000000e+00,3.175150583430852080e+01,4.500000000000000000e+00,2.999698869890301367e+01,3.825150566798557605e+01,2.461158579465540868e+02,4.421190797695799368e+00,0.000000000000000000e+00,-1.447153185859175828e+01,1.066150004895595055e-01,6.739480131621434778e-01,4.362306529459570870e-01,2.890200570079008990e-01,4.000000000000000000e+00,4.000000000000000000e+00,8.500000000000000000e+01,1.100000000000000000e+01,1.199999973177909018e-01,5.258699437499604556e+00
6.694135748895129190e-01,1.223660467310476406e+03,8.172644366999298882e+02,6.077728197601681703e-01,4.696408351269860254e-02,4.243480310653355403e+00,5.703493210839395289e+01,1.066927082893072587e+01,3.229447616082739358e+01,0.000000000000000000e+00,3.175611250265620100e+01,4.500000000000000000e+00,2.998777535005742223e+01,3.825611233293635394e+01,2.471834622686600937e+02,4.417644448166092808e+00,0.000000000000000000e+00,-1.446997267745724081e+01,1.066451179276205058e-01,6.739661856629476366e-01,4.363587473032911057e-01,2.891177164435658753e-01,4.000000000000000000e+00,4.000000000000000000e+00,8.500000000000000000e+01,1.099999999999999822e+01,1.199476837237052063e-01,8.323650697499282103e+00
