,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,-0.080148034,-0.0058196075,-0.048275396,0.27179107,0.5431051,-0.00684498,-0.47310117,-0.009141653,1.6073983,-0.5151693,-0.27529067,-1.3128389,0.4572377,-0.0041194977,1.1430144,0.018823447,-0.016466644,-1.4953555,-0.7129442,-0.1740304,-0.6726537,0.0028255577,0.09036934,-1.4244226,0.31789705,0.012075168,0.55049115,-0.6348584,-0.0049830345,-0.005036028,-0.6889051,-0.011480044,-0.4340381,-0.012069185,-0.00028587217,1.4821467,0.01120512,1.359311,0.3138384,1.0899771,-1.1514655,0.022093859,0.70894533,0.011010984,-0.014321983,-0.013561861,-0.87406653,-0.021365387,-0.7968449,-0.38388234,0.0075972867,0.7098523,1.4101661,-0.9560748,0.005003036,-0.6317843,0.62214774,1.2740434,-0.008724962,0.020310033,1.2585319,-0.9788926,0.22688638,0.014345633
