,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.11084364,0.10748198,0.14065415,-0.19798115,-0.42809036,-0.16033961,0.53467053,0.1798456,0.1772779,-0.666731,0.015041774,0.18997672,-0.32926336,-0.28316966,0.40679058,-0.21670619,-0.31496018,0.11592641,-0.73578835,0.16946353,0.16846687,0.024088383,0.08320272,-0.07152336,0.28022265,0.349909,-0.27427292,-0.053042796,-0.59482926,-0.051898457,0.17621332,0.32118186,0.8624747,-0.17967187,0.08953067,0.04882378,0.19751114,-0.18377942,-0.17150918,0.073108874,0.091381595,0.045270026,0.030991387,-0.022209726,-0.033802755,0.57824385,0.24144962,-0.12861963,0.3189211,-1.2424154,-0.13659272,-0.08396418,-0.013833777,0.4251538,-0.2935218,0.16966127,0.16584948,0.7161018,-0.027215743,0.43531263,-0.05066793,0.08879268,-0.26568064,1.005068
1,0.14625838,-0.04540795,0.2181504,-0.3283934,-0.098926194,-0.066222325,0.08833419,-0.26426467,-0.18553895,-0.23012923,-0.07467588,-0.25916567,0.06500758,-0.24524203,-0.087175526,-0.09109447,0.52229744,-0.10063398,-0.28383666,-0.50780565,-0.16207214,0.40717635,-0.17955695,-0.38410953,0.49625063,0.53817505,0.11974903,0.1341824,-0.5182892,0.17598236,0.25573727,-0.17709342,-0.0054201507,0.5001148,0.1973816,-0.09915917,-0.09688268,0.07853624,0.16774988,-0.052338902,0.08295424,0.27092016,-0.19574876,0.056929346,0.35762465,-0.21613345,0.38367918,0.023287406,0.021943474,0.00044646976,0.1684773,-0.020727115,-0.17580923,0.27250972,0.36979446,-0.18664049,0.21329597,0.11932829,0.24216986,-0.24642661,-0.30673212,-0.01859559,-0.38392153,-0.09297444
2,0.14039473,0.07491571,-0.11073491,-0.44387355,-0.035220228,-0.1767985,0.032476455,0.19463849,-0.18077083,0.3806229,-0.5175196,0.070722625,-0.086336665,-0.3814079,0.010788036,-0.7755,-0.3882062,0.1622314,0.2508471,-0.04714991,-0.32506803,0.027513597,-0.2997366,0.18744498,-0.29082137,0.4265145,0.109811895,-0.12454116,-0.45151472,-0.010720499,0.07939698,-0.21900223,-0.35675326,-0.16823773,0.028677713,-0.17631778,-0.6643451,0.09969158,-0.0049304417,-0.1722728,-0.09817944,-0.09482058,0.19160777,-0.10889621,-0.36566925,-0.88544655,-0.37349918,0.23499061,0.5727789,0.45064333,0.1476357,-0.2619703,-0.36695585,0.27069142,-0.23752272,0.20510247,-0.023895524,-0.4168539,0.32018596,-0.4293011,-0.31782594,0.0592145,-0.3625512,-0.8434731
3,0.18505934,-0.045789525,0.39444256,0.28700152,-0.19093014,-0.26677948,-0.092493854,0.6760528,0.021344561,-0.010285088,-0.3063457,0.16300614,-0.32162112,0.17758594,-0.1450037,0.457665,-0.3696381,0.2194226,-0.1331194,-0.32266915,-0.32171234,0.31727374,-0.17366694,0.50875705,0.099428,-0.24492128,0.61853105,0.27156112,1.0224873,-0.18449406,0.24777424,0.22148575,0.40541998,0.31712624,0.10012548,-0.07563523,0.4239984,0.18590075,-0.16049525,0.42521596,0.40722424,-0.2806144,-0.052176025,-0.26948366,-0.20680234,0.30085024,0.29625377,0.034123324,-0.24482526,0.116480336,0.28750646,-0.21184446,-0.25710648,0.42249548,0.27617168,0.36140236,0.23865864,0.41246024,-0.040785786,-0.55600595,0.18780895,0.12649028,-0.15806328,-0.15717241
4,-0.16855325,-0.5799322,0.12850976,-0.071129575,-0.48649606,-0.3689834,0.198249,-0.3619615,-0.13184185,0.20137954,0.018541543,-0.31794077,-0.024161946,0.04667022,-0.052473873,-0.20394143,0.0887148,0.022916164,0.20082955,-0.1109884,0.069261484,0.51600224,-0.4458183,-0.14507169,-0.17242406,0.041847914,-0.3079541,-0.14960964,0.49279398,-0.34059787,0.24274673,0.21647285,-0.18566687,-0.7003464,0.30099854,0.04884703,-0.017699283,0.62016934,-0.1805021,0.08066715,0.11396993,-0.2769101,0.0045510004,-0.04113538,-0.476999,-0.558629,-0.092768855,-0.025194697,0.22451752,0.0839901,-0.023016285,-0.0037794095,-0.07950496,0.43825525,0.4526,-0.050430186,0.04412034,-0.009298994,0.42088678,-0.26607713,-0.03520871,-0.028782127,-0.010793076,-0.101089165
5,0.32451695,-0.071918875,-0.20144437,-0.18637168,-0.10875281,0.01064102,0.4152136,0.26483613,-0.084660605,-0.17778815,0.1619791,-0.3403649,0.06754371,0.033893272,-0.41582817,0.58594567,-0.121343516,-0.07205794,-0.22134013,0.17315473,0.23678443,-0.050599016,-0.2898924,-0.4797035,-0.85922813,-0.29896122,-0.21340932,0.31274703,0.14799596,-0.11148135,0.30227625,-0.47971812,-0.6197446,-0.08686853,0.2218802,-0.11306045,-0.15170017,0.07541537,0.35174394,-0.05980533,0.13203612,-0.30920547,-0.64101815,-0.1015876,0.46592978,-0.2925138,0.22525741,0.38306653,-0.39803758,0.16800104,-0.049034543,0.2941015,-0.083672136,0.23000434,0.036120236,-0.07956599,0.1151416,0.00135288,0.08707988,0.039634205,-0.051681597,0.2253757,-0.19114277,0.15375032
6,-0.21204886,0.09750032,0.19674727,-0.11020429,0.21719913,-0.35619956,-0.2664946,-0.00615191,0.038400475,-0.08802637,0.14992586,-0.34913486,0.24625403,-0.028,0.031823926,-0.4487125,0.3408482,-0.05722457,-0.07604643,-0.013977198,-0.032841478,0.49407238,-0.2216338,0.16330762,0.13369125,-0.54256225,-0.22982027,0.06395,0.11855021,-0.5886609,0.30370075,-0.14531586,0.030564003,0.3590248,0.026037186,0.09758518,-0.2340239,0.19926222,-0.282313,0.2172229,0.19766629,0.06564574,0.03548898,0.31389356,-0.6812175,0.031168953,0.015971791,0.059799206,-0.17902467,-0.1413314,0.12624241,0.07754545,0.15703411,0.083116345,0.31987867,0.092315085,-0.051862918,0.19239041,-0.35457265,-0.2404481,0.07730629,0.15350021,-0.13577819,-0.009100088
7,0.14460877,0.093823165,0.29809994,0.37467408,0.21709843,-0.18322675,-0.16050577,0.0044860947,-0.021749623,-0.045189418,-0.11793069,0.075768776,0.18859978,-0.1534713,-0.024551151,-0.07727087,0.1242148,0.11162129,-0.005498776,0.08184578,0.103637286,0.022747334,-0.09355624,0.3593485,0.031576987,0.2830242,0.10555383,0.33261517,0.44090044,0.013343448,0.05887087,0.2849221,-0.3367578,0.4094452,0.61332417,-0.029499235,-0.021305447,0.090884164,-0.07793384,0.16282977,0.035084736,-0.23513655,0.0841484,0.41164574,0.240203,0.29116797,0.02226277,0.06279114,-0.11047725,0.52904,0.3281082,0.08576148,-0.41806257,-0.016253501,-0.31544554,-0.13805984,0.1437095,-0.10800801,-0.1420552,0.24320434,-0.043771863,0.18666367,-0.020184277,-0.17550708
8,-0.06825366,-0.040638115,0.050450146,0.122767106,-0.29883504,-0.44105238,0.08042911,-0.10282591,-0.30255193,0.017223444,-0.1585668,0.04034845,0.05717501,-0.5418937,-0.017060502,-0.113783,-0.30389124,0.2051658,-0.21968725,0.24531409,-0.18876395,0.19495139,-0.19468051,0.32987002,-0.018239792,0.026893241,-0.4169911,0.14654791,0.09140245,-0.4708103,0.4498868,0.2382896,0.18535519,0.21985652,0.0631691,-0.0070404653,0.14588937,0.010700338,-0.08344003,-0.039925106,0.21602233,0.03252299,-0.06084484,0.32693312,-0.25525224,0.035981707,-0.018736664,0.09457878,-0.14303474,-0.14555395,0.13183661,-0.18645044,0.027436804,0.2715494,0.2957552,0.038751442,-0.012711968,0.10308316,-0.08954359,0.026548525,0.18295099,0.27832928,-0.18345353,0.111063
9,0.4117837,0.22702834,0.4106575,0.19847491,0.051006537,-0.4647629,0.08735685,-0.06881253,0.0014549528,-0.39884803,-0.099685155,-0.01698868,-0.116922535,-0.052764893,0.06994414,-0.1588766,0.042563234,0.024161607,0.2744439,-0.1069775,0.1767991,0.033019125,-0.12385581,0.27176172,0.24381112,0.5517746,0.050386976,0.09253942,0.6641584,-0.39542612,0.25873187,0.18766387,-0.102407694,0.26608965,0.365161,0.062045455,-0.303023,0.0982637,-0.02954687,-0.33882606,0.112384744,-0.24037068,-0.06864225,-0.001226229,-0.01644616,0.26046342,-0.023123425,-0.16900016,-0.06261573,0.30355996,0.5514373,0.14651681,-0.059848502,0.28893796,-0.07923286,0.2497556,0.1792808,-0.0151475025,-0.26960242,-0.028873218,0.22363509,0.13180545,-0.06807641,-0.20368327
10,0.22834294,0.16969058,-0.21273008,0.0063810768,-0.25654176,-0.22290714,0.16476856,0.076506905,-0.030432198,-0.10089313,-0.16033766,0.17091046,-0.14503875,-0.5450172,-0.29424858,0.21963753,-0.20178105,0.10434443,0.16229795,0.21615422,0.1802525,0.6312137,-0.552035,0.04334833,-0.24875897,-0.13739125,-0.24091442,0.22749668,0.2619967,-0.29481262,0.25618514,0.66276604,-0.13222456,0.37480038,0.455247,-0.17347643,0.25453416,0.3093114,-0.1809609,0.18286432,0.10423637,-0.13839832,0.20289066,0.076426566,-0.12549266,-0.0320041,0.5015471,0.009498091,-0.0142015265,-0.15885603,-0.0013728333,-0.27742055,-0.118429095,0.239394,-0.18654501,0.2753802,0.048883345,0.11597684,-0.30239293,-0.18713632,-0.23289624,0.26791582,-0.022946233,0.04896445
11,0.2532124,-0.60563767,-0.5596491,0.022918854,-0.051664144,-0.39843744,-0.13047537,0.23253551,0.13955176,0.11130453,-0.047199007,0.28291953,-0.012929168,-0.028922413,0.039537065,0.14315985,-0.096873306,0.18541864,-0.16578144,0.19479112,-0.061016437,-0.110648856,-0.110487156,0.45920366,0.6191703,0.09558356,-0.29488382,-0.19005609,-0.16174325,-0.44676304,0.43013093,0.3728776,-0.05818224,-0.08408313,0.13667493,-0.3654329,-0.4071741,-0.13296317,0.23735386,-0.16340695,0.300348,0.09475496,0.036023486,0.50352436,-0.62902045,-0.06395989,0.006277503,0.004389389,-0.20826727,0.058282826,-0.06380788,-0.2734481,0.11541384,0.37348554,0.19523367,0.24846694,-0.28383002,0.29527155,-0.15032646,0.28130054,0.26400974,0.13565499,-0.18111414,-0.15059416
12,-0.17376925,-0.75336725,-0.0715228,0.07503593,0.4717869,-0.43317783,0.005909442,-0.2401209,0.091993436,0.24986777,-0.0137007395,0.12952328,0.433457,0.07979089,0.15276419,0.20952414,0.6962957,0.10080192,-0.23770879,0.33926252,-0.28167924,0.5624759,-0.19179294,0.54057825,1.0963377,-0.16815813,-0.24976385,-0.09607045,0.35633665,-0.5134522,0.2761274,-0.40936965,0.19939934,0.097429484,-0.23138964,-0.17646784,-0.3606401,0.29233354,0.36795655,-0.5137271,0.28227147,0.0507013,-0.12742886,0.51398456,-0.814787,-0.14041767,-0.055880103,-0.1879539,0.4050446,-0.1681777,0.38454717,-0.13682108,0.09301129,0.14716412,0.6143472,0.11029098,-0.14458784,-0.008900006,-0.1233016,-0.033511348,0.16019012,-0.06448251,-0.07406874,0.13629271
13,0.21983595,0.2528599,0.35700145,-0.081303775,-0.48536077,-0.16734146,0.15457548,-0.18233301,-0.22535889,-0.534677,-0.023301704,0.14174211,-0.27896497,0.35127655,-0.34073776,-0.27262512,0.10020548,0.20124152,0.37065318,0.15689404,0.0710629,0.12984921,-0.3161494,0.3892024,-0.06881445,0.6920092,-0.056725938,0.69372326,0.14270073,-0.035979684,0.22016689,0.17866488,-0.10947678,-0.0454212,-0.20952475,-0.37415785,-0.3418347,-0.21243872,0.0594462,-0.026603146,0.14061025,-0.064910114,-0.15653233,-0.6374212,0.18656951,0.083177134,0.5573932,0.20487216,0.35859457,0.16250026,-0.084789574,-0.4450275,-0.29754886,0.3448824,0.20507072,0.4621308,-0.15922092,-0.066062845,-0.2616341,-0.2495336,-0.19222686,0.14788882,-0.32152602,-0.22099236
