,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
14,-0.04543426,0.112585835,0.07067225,0.28225443,0.17168522,-0.10708307,-0.14583315,-0.063629754,-0.1547502,0.04442688,0.00039583584,-0.14150178,0.019152775,-0.47868922,-0.09800705,-0.11608036,-0.31682697,0.0944898,-0.19970617,0.09977578,-0.12138229,0.14304996,-0.23416293,-0.20954023,0.23472337,-0.40882608,-0.1560544,0.13079563,-0.013889729,-0.26369953,0.06225502,0.13974793,0.13722461,-0.061675236,0.6888701,0.017105768,0.3460695,0.17578647,-0.13058846,0.14133725,0.24566309,-0.09029557,-0.2938882,0.11186286,-0.052934982,0.43469924,0.08451065,-0.70048887,-0.31289428,-0.19250745,0.035429556,-0.062392645,0.15835796,0.07882781,0.06619292,0.29282096,-0.060545743,0.110198714,0.30697155,-0.12880528,0.030892355,-0.17017765,0.003526855,-0.28717214
15,-0.20024228,-0.4053673,-0.1158409,-0.07315755,-0.28914106,-0.19003884,0.03683952,-0.032967184,-0.105321616,0.33443746,0.30478445,-0.067322694,-0.033862498,-0.48243013,-0.1192865,0.30606303,0.39484113,0.31088963,-0.123916306,-0.108160906,-0.21227732,0.13800932,-0.08957405,0.11494851,0.3723334,-0.3726366,0.32375234,-0.046141446,-0.03878796,-0.43252602,0.3701478,0.46121883,-0.15727013,0.48006293,0.3236491,0.21878207,0.03878275,-0.18051066,0.3226738,-0.23928933,0.05098235,-0.17539345,-0.42133883,-0.08218322,-0.16602212,-0.51328117,0.29742852,0.10757488,-0.29740092,0.32022277,0.22707577,0.0068798466,-0.2785168,0.20176005,0.1413721,-0.5630165,0.038106635,0.34009168,0.21667525,-0.11652569,0.18212062,0.032115635,-0.112053834,0.23086426
16,0.16244964,0.36773038,-0.5925804,-0.2364785,-0.15775473,0.05341632,-0.19550067,-0.025272379,0.077748336,0.008618627,-0.05665575,-0.20343614,0.34517238,-0.008889708,0.02701683,-0.32608503,0.10225828,0.11182115,0.28509617,0.37815338,0.28920856,0.35521355,-0.23135181,-0.33342582,-0.044435065,-0.35272318,0.15155457,-0.06305863,-0.1880283,-0.26125064,0.21743867,0.21655828,0.0681702,0.097489186,-0.2037683,-0.009789727,-0.28419486,-0.4375887,-0.0068411017,0.3148768,-0.22011687,0.049350005,0.041274678,-0.17223683,0.29373664,0.07512391,0.41646624,0.032217003,0.17135221,-0.06164638,0.20136145,-0.1857736,0.17433403,0.045509677,0.20498496,-0.10815782,0.1786494,0.07489116,0.12955719,0.16924715,-0.059653662,0.21457395,-0.29545677,0.0017445188
17,0.24700686,-0.26617756,0.060505126,0.2696341,-0.3216293,-0.7330969,0.18057548,-0.012192086,-0.14162374,-0.0036075297,-0.28457573,0.12698238,0.060108468,0.036473677,0.13575627,0.009945472,-0.24919923,0.47231075,0.1525297,0.094585806,0.059766784,0.3971367,-0.1494663,0.098470174,0.39787585,0.13712074,0.22017798,0.22711724,0.1964969,-0.70642495,0.49640632,-0.07186658,0.17916405,0.41568315,-0.027092677,-0.0072764526,0.043699797,0.04438544,-0.47475767,0.0044258777,0.0167985,-0.15317549,-0.04279031,-0.036959667,-0.26677212,-0.24566256,0.06826709,0.22961722,0.12688746,-0.020186337,0.4515309,-0.03279327,-0.37513882,0.27743837,0.3315495,0.16660318,-0.071110174,-0.05770803,-0.2652124,-0.053315163,-0.12739184,0.14563866,-0.104592346,-0.0028304923
18,0.30375293,-0.34559807,-0.32399657,-0.039571162,-0.24137504,-0.2845826,0.2139372,0.07673897,-0.24696696,-0.41425422,0.5077601,-0.22347821,-0.15032768,-0.41246617,-0.06944758,0.40792084,-0.26445717,0.1872299,0.44470066,-0.29829887,0.11854288,0.40175378,-0.49012333,-0.36193612,-0.28104603,0.0014254249,0.024113854,0.32292444,0.41028363,-0.25205153,0.3072269,0.09568808,0.09727579,-0.087017186,-0.01547399,-0.058522094,-0.051381767,-0.45556986,-0.06436571,-0.19617638,0.046119336,-0.23412123,-0.43172228,0.4833109,-0.70938194,-0.269203,0.39685822,-0.14877304,-0.16493094,-0.17636529,0.4259597,-0.08904088,-0.28197148,0.112459205,0.51053923,0.02233163,-0.021629645,0.28930336,0.22892882,-0.4812256,0.11745737,0.41774958,-0.22600506,0.244278
19,-0.13198112,-0.45911488,0.009109467,-0.039495174,0.00090228353,-0.48287103,-0.0073095956,-0.1278267,0.07821875,-0.30027765,-0.109000415,0.26281396,-0.007099557,0.18412063,-0.14261428,0.18330236,0.20351842,0.081710815,-0.0868728,-0.5994365,-0.09611966,0.32005224,0.17110291,0.20909292,-0.015278955,0.10946608,0.045625377,0.09748909,0.17042841,-0.37062675,-0.076078445,-0.12096203,-0.13195704,-0.4285512,0.14093272,0.14336725,-0.16150641,0.049637493,-0.39214715,0.060407083,-0.0015845187,0.009451069,0.19065416,-0.071249075,-0.39477652,-0.6395824,0.3129118,0.20463258,0.07665342,0.27568406,0.3390532,-0.20939437,0.061511923,-0.44459963,0.14785466,0.07614253,0.1414854,0.40119,0.05087437,-0.17507367,0.080793835,-0.05021036,-0.09997409,-0.046223495
20,-0.13113514,-0.48523992,0.10679562,-0.14918242,-0.16190048,-0.6908017,0.29310036,-0.20701282,-0.502108,-0.06344831,0.34617576,-0.0769519,-0.09229317,-0.5769031,-0.21644697,0.37693435,0.043858726,0.2856493,-0.04887499,-0.09705372,0.14668936,0.33904278,-0.20649071,-0.15010297,0.2700531,0.12480414,-0.016611477,-0.070848,0.18190949,-0.7498514,0.36639884,0.102340996,0.107546434,0.29089457,-0.26132727,-0.13732164,-0.06453617,-0.1703904,0.22208075,-0.3693243,0.12546943,-0.302138,-0.11729556,0.29196092,-0.26502386,-0.07555448,0.25211734,0.247078,0.042495657,-0.029150788,0.40754077,0.089854315,-0.1879204,0.29614055,0.41631153,-0.025459586,-0.03755708,-0.15429394,-0.32796162,-0.12692764,0.06152948,0.19087587,-0.0032285012,0.15406106
21,0.39035547,0.11914544,0.047358338,-0.081478834,0.08659139,0.7789216,0.13155937,-0.059230987,0.05453192,-0.08901185,0.2113019,-0.13457239,0.20018207,-0.019773886,0.010472615,0.06671091,-0.1169404,-0.30239785,0.26454648,0.37370488,0.22052741,0.004056458,0.54320616,-0.36253497,-0.016690925,-0.09824972,0.42107657,0.4235262,0.044523273,-0.05550186,0.17006822,-0.45871264,0.034630667,-0.44248468,0.7013545,0.24904071,-0.39787245,0.26659,-0.016720645,0.18338986,-0.11081112,-0.5582135,-0.26338562,-0.5392904,0.6054755,0.22581784,-0.16759507,-0.22944176,-0.08459905,0.39857286,-0.15634215,-0.1840172,-0.07902205,0.21156304,-0.053778183,0.21986006,-0.50206566,-0.3689142,-0.045604452,-0.14966473,0.03656013,0.33598864,0.05252755,-0.010764993
22,0.066488326,-0.26632833,-0.32153493,-0.07750006,-0.3335587,-0.2883048,-0.051320728,0.5180915,-0.14637843,-0.17638342,-0.44836235,0.0057729646,-0.2152753,-0.07043667,0.073907875,0.5136064,-0.38637784,-0.07055699,-0.08033234,-0.0058417534,-0.12742515,0.33816186,0.6290979,0.1732061,-0.040665414,-0.029331446,0.09061667,-0.2428957,0.20672739,-0.2920562,0.06894423,0.28508982,0.60580605,0.32589608,0.17324431,0.008713854,0.08938904,0.12853494,0.0317794,0.30446902,0.04461937,0.09731207,-0.29209074,0.13051118,-0.45204538,0.49153778,0.2606905,-0.08754579,0.35024616,0.038363114,0.14971331,-0.044869527,-0.0048691332,0.44804162,-0.16855471,-0.06651581,0.30087274,0.046653938,0.018553492,-0.315597,-0.09930716,0.08154417,-0.04978368,-0.047908027
23,0.51458025,-0.015287764,0.0012305821,-0.23959364,-0.46385446,-0.5818622,0.15456739,0.04934451,-0.25429225,0.009068192,-0.24713415,0.4781184,-0.12780583,-0.46812356,-0.28487787,0.19573997,-0.039336484,0.25253975,0.39058957,0.1036833,0.036612827,0.3803377,-0.4561371,0.014667314,0.119111255,0.20882502,0.02650897,0.36472446,0.3401217,-0.635874,0.31807935,0.17374708,-0.09401037,0.6567769,0.09501146,-0.11181953,0.19097532,-0.39625704,0.04198663,-0.050277136,0.13737461,-0.401806,0.10262909,0.18410647,-0.35610163,-0.22380047,0.1492387,-0.15147184,0.031433176,0.1076236,0.51580435,-0.14249581,-0.36047998,0.18738966,0.28737018,0.09725085,-0.3486726,-0.15038262,-0.1436805,-0.35122088,-0.17220733,0.39340648,-0.35650674,0.17937788
24,-0.2740498,-0.30281508,0.52052724,0.091709964,-0.10283569,-0.5013925,0.010790506,0.081737116,0.1178293,0.18706557,0.14853969,-0.14309116,0.4243241,-0.24638177,0.12199472,-0.25033176,0.096865155,0.22796103,-0.2541444,0.19110131,0.05853718,0.27844265,0.088579394,0.05306412,0.21849337,-0.39967313,-0.22261429,0.33124846,0.09177101,-0.5698393,0.16648461,0.003404186,-0.2181051,0.121180184,0.6137419,-0.04388744,-0.4872013,0.19502524,-0.4504385,0.17210144,-0.27499065,-0.465709,-0.054035675,0.53187555,-0.39767423,0.12334585,-0.0857793,0.07568888,0.28191364,-0.03583889,0.59335107,-0.118932635,0.21095769,0.08605672,0.18912612,0.23339114,-0.062838286,0.23571943,-0.36289868,-0.27868423,0.08578672,0.2667146,-0.020542275,-0.31057283
25,-0.09330946,-0.3048253,0.17573851,0.20626853,0.13578305,-0.29470122,-0.22134121,-0.08976895,-0.20343083,0.12059096,0.66983706,-0.6668533,0.292684,-0.012128649,-0.07812368,0.06793496,-0.023907049,0.32681704,0.20193256,0.085167125,0.02965014,-0.10341245,0.46059805,-0.0042574606,0.24711111,-0.5050084,0.27307948,0.36664966,0.2555855,-0.35059327,-0.03719966,-0.5717111,0.22881313,-0.271254,0.5600521,-0.3172305,-0.4909081,0.18057449,-0.0005302793,0.12025922,0.22188586,-0.19683266,-0.047624916,0.19366857,0.6181579,-0.33538413,-0.29174092,0.36455363,0.15882395,0.34624404,0.10496925,0.14263633,-0.11158297,0.24880947,0.17520967,-0.11124525,-0.08480184,0.032367233,0.1584871,-0.19007434,-0.08837748,0.2808118,0.14501105,-0.31412524
26,0.06636308,-0.05438567,-0.066909365,0.06950431,0.23044816,-0.08580194,0.019796614,-0.14294055,0.10929208,-0.17536299,-0.29449192,0.0020990751,-0.048190806,-0.4760266,0.428603,-0.002299766,-0.10985448,-0.10556073,0.110421464,-0.07351756,0.1811938,-0.14574908,-0.01296086,0.13101965,-0.24528627,0.28876096,0.015845396,-0.38632545,-0.20938492,-0.0615573,0.21019861,0.08725704,-0.062378176,0.21187475,0.3065666,0.016564185,-0.024139835,0.23389255,0.12792456,0.07596948,-0.021867743,0.23741864,0.32469097,-0.1840321,-0.22779132,-0.25460947,-0.2797918,-0.23002453,-0.21006997,-0.15212412,0.30954736,0.29654866,0.121666744,-0.19401349,0.029711837,0.0056219604,0.011164366,-0.061809838,0.27697024,-0.24792357,0.04113597,-0.0062883734,-0.06585209,0.027517673
27,-0.42441982,0.16002277,-0.14176045,0.020678135,0.10182687,-0.5614088,0.10600545,-0.2892076,-0.24829312,-0.10475117,-0.35638806,0.13237043,0.04830609,-0.27683505,0.1214354,-0.01402142,-0.23762539,-0.060666356,-0.20779373,0.29693365,-0.0014231991,0.53765386,0.13966165,0.11638648,0.7637612,0.21029769,-0.29805717,-0.2705413,-0.1346473,-0.60272664,0.31805322,0.11411716,0.07691682,0.07675885,0.23894063,0.00084268337,0.18060657,-0.00524305,-0.17320478,-0.14330797,0.3323442,0.3266395,0.19169764,0.051971436,-0.2623908,0.35962963,-0.0040375423,-0.20643583,-0.2180742,-0.25602847,0.2924695,-0.049182605,0.21668813,0.2178897,-0.21917358,0.27341852,0.15690416,0.4600982,-0.1999967,0.13223143,-0.23846887,-0.044546865,-0.26911294,0.01585433
28,-0.059504505,0.7608127,-0.19268347,0.030647805,0.01951411,-0.040522985,0.7438642,0.3490145,-0.41836035,-0.7297631,0.08041987,-0.19917376,-0.31895953,-0.3628707,-0.1441736,-0.079460956,0.04275273,0.46617553,-0.27633536,-0.5400649,0.63968307,0.4666179,-0.09331679,-0.20848118,0.07401117,0.3199544,0.16039413,0.1787944,-0.025350947,-0.26762548,0.09669488,0.494219,-0.49433917,0.19238918,0.57784706,0.19097118,0.35505992,-0.38673925,-0.8817975,-0.39831758,-0.10080697,-0.42435837,-0.066688925,0.44081154,-0.16469848,-0.96720415,0.2346039,-0.017908236,0.025641501,-0.7216455,0.20152828,-0.15985286,-0.52301663,0.8754599,-0.20652057,-0.4834233,0.53453183,0.48691258,0.07789506,0.08789197,-0.27966964,0.4578597,0.1044411,0.24085517
29,-0.18559328,-0.010597037,-0.30623886,0.017982408,-0.15542915,-0.2555295,0.20436928,0.22126257,-0.25448716,-0.3727797,-0.09229901,-0.10276507,0.0785593,-0.25143412,-0.05186291,-0.2567499,0.2617707,-0.050594296,-0.47030377,0.52064174,0.27197275,0.35615566,-0.18729421,-0.14772582,-0.4123048,-0.033547096,0.21476755,0.47954914,0.35031193,0.40915564,0.12217068,-0.11771894,-0.78936374,0.20035866,0.17130548,-0.14750972,-0.22139806,0.2207221,0.6083573,-0.042018726,-0.02792674,-0.22565173,0.41596314,-0.28943115,0.25920525,-0.5233402,0.4917939,0.32826656,-0.27922148,0.100644246,0.22090772,-0.4704429,-0.12718514,0.102534115,0.3402757,-0.3784824,0.33643052,-0.20397925,0.17725483,-0.025973594,-0.33905256,0.27692214,-0.0817806,-0.100498475
30,-0.049836945,-0.10544155,0.2532003,0.1294303,0.1324729,-0.06948946,-0.619202,-0.58493704,0.40142688,-0.03665032,-0.06120375,0.0011964847,0.27096868,0.12407214,0.30227566,-0.2859553,0.06939234,-0.15504462,-0.39109424,-0.31729057,-0.18080497,0.40938053,0.107668504,-0.07503682,-0.4293142,0.08269589,0.3906588,-0.35530108,-0.40814215,0.115845755,-0.30350912,-0.037233,-0.26803985,-0.09481107,-0.27898544,0.4659925,-0.11510082,0.51079494,0.1914357,0.18194583,-0.40964183,0.21518593,0.2725826,0.49968538,-0.010437486,-0.051733714,-0.3050315,-0.16200233,0.06441263,-0.43438587,0.00440888,0.16234161,0.43879208,-0.47862324,0.19765158,0.023409998,0.09554216,0.16162992,0.07378225,0.44964603,0.049806505,-0.3629306,0.6714979,0.36018467
31,-0.09589163,0.0074428953,0.03220022,0.19041929,-0.0909633,0.05966349,0.21419789,-0.22858691,0.024309723,-0.39167163,-0.27445638,0.13395482,0.12703843,-0.11008743,-0.10533569,-0.5803243,-0.1736452,-0.18445899,-0.20621787,-0.102052405,0.026486978,0.24182543,0.13061875,-0.056278046,0.1394463,0.59609205,-0.1690782,-0.07229942,0.34466973,0.30039865,0.0427532,0.5259561,0.048477106,0.21193568,0.04675572,0.0818652,-0.13317835,0.10063576,0.06671564,0.03776828,-0.4419552,-0.18656862,0.22691977,-0.18933362,-0.10280561,-0.20794298,-0.07083119,0.8625435,-0.2992512,0.42075297,0.3623101,0.15360466,0.01525326,-0.2322323,0.04204648,-0.10393199,0.10761207,0.08685151,0.23129876,-0.2469659,-0.015634121,-0.045670666,-0.06943938,0.22747059
