,0,1,2,3,4,5,6,7,8,9,10
98,0.043117862,0.07388392,-0.061828066,-0.038795795,0.28335723,0.19888541,0.1526559,0.40438884,-0.020630356,0.5645232,-0.0329218
99,-0.046937827,0.349382,0.07043287,0.14341605,0.062358573,0.23926215,0.05319243,0.12564656,0.06553424,-0.19070254,0.010621316
100,-0.14462797,-0.19278036,0.2545533,-0.25465947,-0.09650349,0.30175993,-0.14932641,0.603468,-0.155886,-0.35535562,0.19579984
101,-0.17558202,-0.0166679,0.14919876,-0.08838387,-0.33890638,-0.10485464,0.17297286,-0.13904029,0.015764337,0.27623641,-0.3042954
102,-0.019824289,-0.13696516,-0.011104516,-0.20417494,0.3706821,-0.31906125,0.016965153,0.37695235,0.08012491,-0.23462595,0.033392116
103,-0.049815297,-0.10142708,-0.066128425,-0.4244951,0.27933946,-0.06619638,-0.08808502,-0.1297936,-0.016121794,-0.10030705,-0.4590563
104,-0.009293431,0.11642279,0.18756513,-0.08042576,0.0065028733,-0.19979331,0.011969385,-0.025483109,0.081699364,0.04054677,-0.074016176
105,-0.014321032,0.22424343,0.13193373,-0.2809377,-0.25462228,-0.01782117,0.30495414,-0.009438921,-0.1312995,0.0049295514,-0.0077275643
106,-0.13126035,0.020195078,-0.20209369,-0.110215865,-0.06184708,-0.088448435,-0.122418754,-0.07173578,-0.1277164,-0.22922465,-0.2508777
107,-0.2645933,-0.16797908,-0.12377918,-0.25829446,0.4436439,0.57160217,0.09028721,-0.14793347,0.08184397,-0.034213733,0.13488342
108,-0.004670808,0.06622524,-0.293256,-0.1899978,-0.35434344,-0.13818894,0.26498762,-0.034579005,-0.0077737262,-0.21702155,0.16154008
109,-0.27729052,-0.32436875,-0.23394793,-0.0644261,0.77865046,0.34991238,0.16815844,-0.17895804,0.22568648,-0.21113528,0.10957553
110,-0.22424969,0.03653358,0.30872673,-0.22782865,0.22482242,-0.24669147,-0.0007849089,0.10494595,-0.14701687,-0.24423255,-0.12140597
111,0.6077165,-0.06669484,0.0046299757,-0.06369684,0.18551713,-0.0015654286,0.6797472,0.014201921,0.18846382,-0.10742721,0.08329878
112,-0.1716034,-0.14895277,-0.005908675,0.13989794,-0.21414305,-0.42125523,0.41009146,0.24720557,0.17672046,-0.61469084,0.13910697
113,0.83803695,-0.089516476,-0.08660511,-0.182254,-0.20340355,-0.25384474,0.62792796,0.5198291,-0.004813816,0.6063323,-0.47338855
114,-0.07263574,-0.0023888499,0.22798206,-0.11487942,-0.027966196,0.37012386,0.16976249,-0.24261883,0.3291199,-0.048139766,0.15427196
115,-0.08988848,0.13352433,0.08162233,-0.09224424,-0.24664882,-0.124319,-0.21716583,-0.28235742,0.1418779,-0.58285445,0.3111625
116,-0.4214224,-0.07529343,0.24005355,-0.31182367,-0.08765402,0.11672065,-0.0552964,0.10959516,-0.07649574,-0.121821724,-0.10894233
117,0.056674518,0.06466103,-0.2119113,-0.29365242,0.06583885,-0.22645725,0.13580027,0.52680355,-0.037593108,-0.5695986,0.0965909
118,-0.016809143,-0.30160278,-0.36610034,-0.0038981885,0.41975847,0.101448566,0.5850273,0.16804612,0.4578429,0.014685468,-0.039597113
119,0.2422958,0.10493935,-0.088865094,0.298403,-0.045346934,0.15740284,-0.41391933,0.48295707,0.15234481,0.0068370136,-0.027112635
120,0.10455604,0.00034111968,-0.06670504,-0.07381362,-0.27336627,0.058277614,-0.05248658,0.17811601,-0.33566952,0.13916984,-0.10017597
121,0.058381304,-0.45058373,0.055271707,-0.54155546,0.37847582,-0.6838949,0.54149604,-0.09491652,-0.13360393,-0.19813171,-0.29713488
122,-0.20176832,0.20089859,0.16060135,-0.008975729,-0.2514078,0.008731283,0.05267341,-0.003991431,0.111421764,-0.42403686,0.1709701
123,-0.48340756,0.026492184,-0.07891505,0.18431622,-0.26118952,0.021757912,-0.21764877,-0.09073752,0.15977956,0.015178147,-0.23759939
124,-0.19951852,-0.19014592,0.096805766,0.083677635,-0.11383454,-0.07485623,0.40614635,0.27259108,0.37605277,-0.0501419,-0.026677582
125,0.032697003,-0.1305234,0.013348359,-0.50276995,0.11017346,-0.3332276,0.29984295,-0.16160771,0.06486633,0.16007285,-0.052351642
126,0.5396644,-0.04599403,0.122226104,0.34641972,-0.1972133,-0.015485757,-0.15290016,0.28373802,0.14132199,-0.31030768,0.07299232
127,0.0073633757,0.21316849,0.2480864,-0.17289425,-0.06232158,0.19401607,-0.17543647,-0.007936237,0.37312657,-0.27194124,0.2308788
128,-0.014680992,-0.31454524,0.39997673,0.10292693,0.4170551,0.40836483,-0.017466288,0.055536542,-0.15744454,-0.02617954,-0.054816846
129,-0.13070078,-0.1615804,0.05109958,-0.7629119,0.26430154,-0.25273833,-0.216299,-0.031221837,-0.37326154,0.033554018,-0.16043732
130,-0.04906604,-0.48855445,0.24933062,-0.27018893,-0.18972915,0.13170643,-0.09481468,-0.41775826,0.086076096,-0.0918164,0.2529007
131,0.15219598,0.24067925,-0.42652673,0.0724876,-0.07853347,0.4345662,-0.129517,-0.09746244,0.09279751,0.11319858,-0.053746305
132,-0.15512796,-0.12756187,0.29520848,-0.09672196,0.2969355,0.25716704,0.1917544,0.05094735,-0.015450901,0.29318398,0.05378172
133,0.098864384,0.021255167,0.0051038815,0.14262986,-0.032505326,0.17848569,-0.051211063,0.077593446,0.02425391,-0.124272384,0.07699505
134,0.10791811,0.18376014,-0.12219095,-0.0705081,0.08178305,-0.03689094,-0.09538736,0.046291947,0.016826019,-0.02348231,-0.08205578
135,-0.17130329,-0.29461858,0.39758235,-0.08961705,-0.26968858,0.16615361,0.0744079,-0.090849645,-0.18920551,-0.000681813,-0.23696111
136,0.075890616,-0.13465369,-0.005086132,-0.008511987,0.07035956,0.054151706,0.1398485,0.018508758,0.06799774,0.05458184,0.08187872
137,-0.56002295,-0.2659514,-0.014233072,-0.0816236,0.061442,0.19352348,0.14985369,0.091675654,0.021370066,0.044360407,-0.05652378
138,-0.1104731,-0.0013911916,0.23896009,0.08953006,-0.34141704,0.118882455,-0.1957736,0.4132609,0.09385182,-0.042473383,0.14783221
139,0.0767893,0.030519411,0.0989748,-0.13346358,0.049549956,-0.1646546,0.18941431,0.011432435,0.024963723,-0.096894346,-0.02601515
140,-0.19082697,0.21702203,-0.4599076,0.14511731,-0.014274014,0.04451693,-0.125365,-0.032258544,0.08728151,-0.05395679,-0.123811476
141,-0.22281507,0.05685216,0.087766916,-0.2329076,-0.08609835,0.015607549,-0.073340796,-0.046211872,0.29267532,0.19138876,-0.04161363
142,-0.15493679,0.14892599,-0.14637971,-0.079493396,0.5309681,0.10505053,-0.016605666,-6.673339e-05,0.00011700558,0.32941782,-0.172598
143,0.16581112,-0.20363952,0.25337344,0.04993599,-0.6080242,0.045262743,0.45354334,0.16955876,0.05072793,0.16488375,-0.2639641
144,-0.20305465,0.21686277,-0.05605958,0.15045571,-0.3512347,-0.28526706,-0.01366023,-0.041358948,0.06597068,-0.54986674,0.09119181
145,-0.050384816,-0.0031496563,-0.12766866,0.09280971,0.040121738,-0.026312573,0.019050645,0.036203302,-0.018772021,-0.009257665,-0.03605692
146,-0.02524661,0.03911735,0.055725995,-0.17152253,0.017763812,0.21457657,-0.4610997,-0.005078728,0.23352228,-0.11546754,0.115653485
147,-0.24365546,-0.0056527727,0.2674578,-0.059525345,0.5122326,0.13111375,0.19760746,-0.03875977,0.15990932,0.19587952,-0.04918022
148,0.05024309,0.33168888,-0.1523025,-0.025619728,0.24884738,-0.051060982,-0.20205179,0.10181881,-0.04769847,-0.22039478,0.13504796
149,0.042684384,-0.20648485,0.14085485,-0.034772567,0.6090475,-0.13600458,0.0134382555,0.08972622,0.12472192,-0.06151047,-0.09319406
150,-0.18953589,0.49255654,-0.687553,-0.21955629,0.19173141,-0.117536515,-0.02015541,0.034189075,-0.0071950653,0.0078622075,0.060713448
151,-0.10029368,-0.018251613,0.045675647,-0.04519097,0.05444452,-0.16039294,0.24254663,-0.06281624,-0.13786224,0.20645095,0.105454266
152,-0.45604688,-0.25937432,0.016527921,-0.12538312,0.2424007,-0.029075257,0.5437751,-0.15902488,0.14214279,-0.14735776,0.15920988
153,0.21673238,0.12557,0.13949206,-0.19014803,-0.047840077,0.04845782,-0.19677347,-0.48662093,0.021455973,0.30541047,-0.0026052275
154,0.1448999,-0.075691834,-0.2205301,-0.3203647,0.21306027,0.040592838,-0.22030376,0.12300107,-0.020960497,0.111458965,-0.07334502
155,0.23429997,-0.0053354697,-0.10903281,0.2828479,0.045553647,0.0241598,-0.05398993,-0.0661474,-0.041132264,0.07006851,-0.07829571
156,0.024287242,-0.58949864,0.33860838,-0.010667479,-0.2287405,0.24527527,-0.13776654,-0.05989198,0.09817048,0.0030821797,-0.0756604
157,0.08622552,0.28729245,0.1807515,-0.24040478,0.037813097,-0.49737293,-0.19863883,-0.15222523,-0.01200043,-0.023441257,0.09592677
158,-0.318185,-0.20505539,-0.08099048,-0.19591656,-0.10332123,0.30569786,-0.00519747,0.3466386,0.032856077,0.09729749,0.0807181
159,0.103928484,-0.029609183,0.3345062,-0.1393195,-0.13953914,-0.36571273,-0.06898245,0.09149982,-0.8831405,0.029042201,0.039702248
160,-0.0892199,-0.35587102,-0.44299802,-0.22837606,-0.0945294,-0.15143313,0.16599692,0.016497713,-0.039845116,-0.06350771,-0.10936338
161,0.020565618,-0.040342543,0.13804013,-0.13492747,-0.32523444,-0.18067613,0.21953367,-0.07828125,-1.4149978,0.015728755,0.13967448
162,0.05143695,0.06218306,0.011703791,0.42179322,0.51960033,0.0440867,-0.0670371,-0.32161242,-0.3073733,-0.8982602,0.21550737
163,0.17236899,-0.21657994,-0.15691559,0.14175889,0.083563335,-0.10985512,0.14599429,0.14424238,0.072132304,0.10561522,0.123177774
164,-0.056280416,-0.35373858,-0.25787848,0.07964689,0.38620368,0.06227414,0.12537116,-0.13171187,0.12224174,0.15964767,-0.2932048
165,0.055820316,0.18338928,-0.09820381,0.06735215,0.21013075,-0.045685098,0.14748123,-0.24839112,0.06574571,0.05640007,0.013901666
166,0.24079089,0.32196712,0.3506945,0.37972546,0.053641707,-0.09790821,-0.10704621,0.5475391,0.056335222,-0.10773133,0.21818641
167,-0.0128863985,-0.22060192,0.12365687,-0.038256966,-0.013429587,-0.1579275,0.041412827,-0.08262417,-0.038352177,-0.059248127,-0.051836032
168,-0.08239193,0.003545789,0.1903925,-0.2717317,-0.03262725,0.12945008,-0.06869736,0.00806005,-0.14472027,0.09291969,-0.083322115
169,-0.20381375,0.2770112,-0.16679919,-0.119822904,0.23456447,0.0523232,-0.1776265,0.05752837,0.15002203,-0.037924353,-0.21961899
170,0.09317994,0.033482928,0.15389064,-0.01623465,0.31560102,0.12051158,0.23394012,-0.2757947,0.008280589,0.00024249569,-0.09131032
171,0.5538293,-0.026737088,0.0023380097,0.47372484,-0.4570977,-0.002078418,0.16250686,0.10740619,-0.14970177,-0.11024525,0.068875656
172,0.100800455,0.012422766,-0.19865875,-0.41332555,-0.42342627,0.24004613,-0.4663923,0.13703394,0.032107003,-0.25371155,0.09070853
173,-0.07681236,-0.22216825,-0.13941835,-0.14809313,0.6369407,0.0431427,0.028742103,0.22119293,-0.3129118,-0.17352556,0.22802588
174,0.07669815,-0.06465856,-0.12652929,-0.023395695,0.18230167,0.035360232,0.010134738,0.16854033,0.00444105,0.06271584,0.0054024756
175,-0.026722142,0.431445,0.67019546,-0.04354875,-0.04338609,-0.19733167,0.2134072,-0.18141907,-0.0623863,0.27550852,0.08269752
176,-0.32961923,-0.007819411,-0.18988396,-0.09187249,0.13984151,0.104060575,0.11230097,0.08888674,-0.043607287,-0.49515194,0.07058321
177,0.077732034,-0.26047826,0.28796515,0.06322856,-0.14660603,0.017092107,-0.12820266,-0.3997494,-0.0034769245,0.36011636,-0.1576462
178,0.27895385,0.16989975,0.090803005,-0.15409514,-0.12631457,-0.046809316,-0.011446295,-0.14691323,0.1428461,-0.078360036,0.032159466
179,-0.0364309,-0.0054160645,-0.092747554,0.07456088,-0.13626896,-0.0029964673,-0.32608345,-0.09766632,0.02816925,-0.05402567,-0.3022858
180,-0.003692343,0.18522269,-0.0987432,-0.06542519,-0.005691907,0.0065489532,-0.01882788,0.0126374,0.10631454,-0.030093051,-0.10109299
181,-0.15871297,-0.5280498,-0.11642863,-0.086792104,-0.05351973,0.17485338,-0.16717719,0.07678668,-0.03676125,0.24001092,-0.1489992
182,0.021275776,0.124266244,0.32199058,0.051923357,-0.33393818,-0.013828257,-0.11529092,-0.19182044,0.3097299,0.16585332,-0.041562084
183,0.13379116,-0.3576034,0.05767546,-0.4821193,0.5556457,0.12265148,0.07821422,-0.21045512,0.056485444,0.14414677,0.20838843
184,0.01318673,-0.24877323,-0.02700823,0.11605206,0.19472428,0.034194846,-0.17431901,0.24027786,0.277863,0.10054965,-0.13660292
185,0.113412045,-0.10081114,-0.2511544,-0.34351003,-0.3568719,-0.17476542,0.033440944,0.14806952,-0.23772097,0.070921384,-0.017855022
186,-0.39079317,0.082692176,0.36360943,-0.109520234,-0.1396598,-0.42043975,0.14911845,0.099060014,0.22171776,-0.17638868,0.10233058
187,0.23474596,0.2548223,-0.18668774,-0.15459122,0.017952772,-0.050835785,0.2980548,0.07311788,0.24524936,-0.063583575,-0.2017997
